customer_id,campaign_id,interaction_date,channel,opened,clicked,converted
C000016,CAMP004,2026-05-16,Email,0,0,0
C000017,CAMP007,2026-04-09,Mobile App,0,0,0
C000017,CAMP008,2026-06-30,Email,0,0,0
C000017,CAMP003,2026-05-04,Mobile App,0,0,0
C000017,CAMP006,2026-08-22,Email,0,0,0
C000018,CAMP003,2026-04-28,Email,0,0,0
C000018,CAMP006,2026-04-06,Mobile App,0,0,0
C000018,CAMP008,2026-06-01,Mobile App,1,1,0
C000018,CAMP001,2026-06-18,Mobile App,0,0,0
C000019,CAMP007,2026-05-01,Mobile App,0,0,0
C000019,CAMP008,2026-05-28,Email,0,0,0
C000019,CAMP005,2026-05-23,Mobile App,1,1,0
C000019,CAMP003,2026-05-20,Mobile App,1,1,0
C000020,CAMP004,2026-05-24,Email,1,1,0
C000020,CAMP006,2026-05-03,Email,1,1,1
C000020,CAMP002,2026-06-15,Email,1,1,0
C000020,CAMP007,2026-08-15,Email,0,0,0
C000021,CAMP002,2026-07-28,Email,1,0,0
C000021,CAMP005,2026-04-26,Email,0,0,0
C000021,CAMP001,2026-04-29,Email,1,0,0
C000021,CAMP008,2026-08-16,Mobile App,0,0,0
C000021,CAMP007,2026-08-14,Email,1,0,0
C000021,CAMP006,2026-05-20,Email,0,0,0
C000022,CAMP002,2026-07-10,Email,1,0,0
C000022,CAMP008,2026-05-18,Mobile App,0,0,0
C000022,CAMP007,2026-05-18,Mobile App,0,0,0
C000022,CAMP005,2026-05-11,Email,0,0,0
C000022,CAMP001,2026-06-01,Email,0,0,0
C000022,CAMP003,2026-04-19,Email,1,0,0
C000023,CAMP005,2026-04-19,Mobile App,1,1,0
C000023,CAMP002,2026-08-07,Mobile App,0,0,0
C000023,CAMP004,2026-08-21,Mobile App,0,0,0
C000023,CAMP007,2026-08-09,Email,1,1,0
C000023,CAMP001,2026-08-23,Email,0,0,0
C000024,CAMP002,2026-04-10,Mobile App,0,0,0
C000024,CAMP005,2026-04-17,Email,1,0,0
C000024,CAMP007,2026-07-30,Email,1,1,0
C000024,CAMP003,2026-08-01,Mobile App,0,0,0
C000024,CAMP004,2026-04-20,Mobile App,1,0,0
C000025,CAMP005,2026-07-17,Email,0,0,0
C000025,CAMP004,2026-05-11,Email,0,0,0
C000025,CAMP006,2026-07-07,Mobile App,0,0,0
C000025,CAMP007,2026-07-27,Mobile App,0,0,0
C000025,CAMP002,2026-05-30,Mobile App,0,0,0
C000025,CAMP003,2026-06-14,Mobile App,0,0,0
C000026,CAMP005,2026-08-14,Mobile App,1,1,1
C000026,CAMP006,2026-07-09,Email,1,1,1
C000026,CAMP002,2026-04-27,Mobile App,1,0,0
C000026,CAMP003,2026-06-21,Mobile App,1,1,0
C000026,CAMP008,2026-08-07,Mobile App,1,1,0
C000026,CAMP004,2026-07-14,Mobile App,1,1,1
C000026,CAMP001,2026-05-19,Mobile App,1,0,0
C000027,CAMP005,2026-08-02,Mobile App,0,0,0
C000027,CAMP001,2026-07-09,Mobile App,0,0,0
C000027,CAMP006,2026-04-30,Email,0,0,0
C000027,CAMP007,2026-08-19,Mobile App,0,0,0
C000028,CAMP008,2026-07-19,Mobile App,1,1,0
C000028,CAMP005,2026-07-30,Email,1,0,0
C000028,CAMP002,2026-06-19,Mobile App,0,0,0
C000028,CAMP004,2026-07-13,Mobile App,0,0,0
C000028,CAMP001,2026-08-14,Mobile App,1,1,1
C000028,CAMP007,2026-06-18,Email,0,0,0
C000028,CAMP006,2026-06-07,Mobile App,0,0,0
C000029,CAMP008,2026-07-19,Email,0,0,0
C000029,CAMP004,2026-08-14,Email,1,0,0
C000029,CAMP002,2026-07-09,Mobile App,0,0,0
C000029,CAMP007,2026-06-16,Mobile App,0,0,0
C000029,CAMP005,2026-04-22,Mobile App,1,0,0
C000029,CAMP001,2026-04-21,Email,1,0,0
C000030,CAMP005,2026-06-09,Mobile App,1,0,0
C000030,CAMP001,2026-06-07,Mobile App,0,0,0
C000030,CAMP002,2026-05-31,Mobile App,0,0,0
C000030,CAMP004,2026-08-01,Email,0,0,0
C000030,CAMP003,2026-04-20,Email,0,0,0
C000031,CAMP003,2026-05-18,Mobile App,0,0,0
C000031,CAMP005,2026-04-08,Mobile App,1,0,0
C000031,CAMP004,2026-08-11,Email,1,0,0
C000032,CAMP003,2026-06-18,Mobile App,0,0,0
C000032,CAMP006,2026-05-12,Mobile App,0,0,0
C000032,CAMP005,2026-08-01,Email,1,0,0
C000032,CAMP008,2026-05-30,Mobile App,1,1,0
C000033,CAMP004,2026-04-22,Email,0,0,0
C000033,CAMP003,2026-06-27,Mobile App,0,0,0
C000033,CAMP007,2026-08-20,Mobile App,0,0,0
C000034,CAMP007,2026-08-22,Email,1,0,0
C000034,CAMP008,2026-07-18,Mobile App,0,0,0
C000034,CAMP006,2026-04-25,Mobile App,1,0,0
C000035,CAMP004,2026-07-31,Email,1,0,0
C000035,CAMP001,2026-07-19,Email,0,0,0
C000035,CAMP006,2026-08-16,Mobile App,1,0,0
C000035,CAMP008,2026-05-01,Mobile App,0,0,0
C000035,CAMP007,2026-04-20,Email,0,0,0
C000035,CAMP005,2026-04-13,Email,0,0,0
C000036,CAMP004,2026-07-31,Email,0,0,0
C000036,CAMP001,2026-05-06,Mobile App,0,0,0
C000036,CAMP008,2026-04-06,Email,0,0,0
C000036,CAMP007,2026-08-07,Mobile App,1,0,0
C000036,CAMP003,2026-06-18,Mobile App,0,0,0
C000037,CAMP007,2026-04-11,Mobile App,1,1,0
C000037,CAMP002,2026-05-20,Email,1,0,0
C000037,CAMP006,2026-05-02,Mobile App,1,0,0
C000037,CAMP003,2026-04-28,Email,0,0,0
C000037,CAMP005,2026-05-12,Mobile App,1,1,1
C000037,CAMP004,2026-06-21,Mobile App,0,0,0
C000038,CAMP006,2026-08-21,Mobile App,0,0,0
C000038,CAMP002,2026-07-12,Email,1,1,1
C000038,CAMP005,2026-05-18,Email,0,0,0
C000038,CAMP003,2026-08-24,Mobile App,0,0,0
C000039,CAMP002,2026-08-13,Email,1,0,0
C000039,CAMP008,2026-04-20,Email,1,1,0
C000039,CAMP007,2026-05-16,Mobile App,0,0,0
C000039,CAMP006,2026-06-23,Email,0,0,0
C000040,CAMP001,2026-05-15,Mobile App,0,0,0
C000040,CAMP008,2026-04-03,Mobile App,0,0,0
C000040,CAMP003,2026-07-02,Email,1,1,0
C000040,CAMP002,2026-07-26,Email,0,0,0
C000040,CAMP005,2026-05-13,Mobile App,0,0,0
C000040,CAMP004,2026-06-11,Mobile App,0,0,0
C000041,CAMP008,2026-05-15,Email,0,0,0
C000041,CAMP007,2026-04-18,Mobile App,0,0,0
C000041,CAMP003,2026-06-25,Email,0,0,0
C000042,CAMP006,2026-05-19,Mobile App,0,0,0
C000042,CAMP007,2026-07-01,Email,1,0,0
C000042,CAMP002,2026-06-17,Mobile App,0,0,0
C000042,CAMP005,2026-06-01,Email,1,0,0
C000042,CAMP004,2026-07-03,Email,0,0,0
C000042,CAMP003,2026-04-14,Email,1,0,0
C000043,CAMP005,2026-08-11,Email,1,0,0
C000043,CAMP001,2026-04-29,Email,1,0,0
C000043,CAMP007,2026-08-18,Email,1,0,0
C000043,CAMP006,2026-05-11,Email,0,0,0
C000044,CAMP001,2026-05-12,Email,1,1,0
C000044,CAMP007,2026-08-19,Mobile App,1,1,0
C000044,CAMP004,2026-07-01,Mobile App,1,0,0
C000044,CAMP006,2026-04-03,Mobile App,1,1,1
C000044,CAMP003,2026-07-05,Mobile App,0,0,0
C000044,CAMP002,2026-07-02,Mobile App,1,0,0
C000044,CAMP008,2026-07-21,Mobile App,1,1,1
C000045,CAMP004,2026-07-25,Email,1,1,0
C000045,CAMP002,2026-05-04,Mobile App,1,0,0
C000045,CAMP006,2026-08-20,Email,0,0,0
C000045,CAMP003,2026-06-02,Mobile App,1,1,0
C000045,CAMP008,2026-07-21,Email,0,0,0
C000046,CAMP005,2026-05-12,Email,1,0,0
C000046,CAMP007,2026-06-23,Mobile App,1,1,0
C000046,CAMP003,2026-04-17,Mobile App,1,0,0
C000046,CAMP001,2026-07-02,Email,1,1,1
C000046,CAMP006,2026-05-02,Email,1,1,0
C000046,CAMP008,2026-05-30,Email,0,0,0
C000046,CAMP004,2026-08-10,Email,1,0,0
C000047,CAMP004,2026-04-16,Email,0,0,0
C000047,CAMP007,2026-08-14,Email,0,0,0
C000047,CAMP005,2026-06-07,Email,0,0,0
C000047,CAMP002,2026-05-30,Email,0,0,0
C000047,CAMP001,2026-08-16,Email,1,1,1
C000047,CAMP008,2026-05-26,Email,1,0,0
C000048,CAMP005,2026-08-14,Email,1,0,0
C000048,CAMP004,2026-05-03,Email,1,1,0
C000048,CAMP002,2026-06-16,Mobile App,1,1,0
C000048,CAMP003,2026-04-05,Mobile App,1,1,0
C000048,CAMP008,2026-04-04,Email,1,1,0
C000049,CAMP007,2026-05-07,Email,1,0,0
C000049,CAMP006,2026-05-08,Email,1,0,0
C000049,CAMP008,2026-06-15,Email,1,0,0
C000049,CAMP004,2026-05-06,Email,1,0,0
C000049,CAMP003,2026-08-10,Email,0,0,0
C000049,CAMP002,2026-04-20,Email,0,0,0
C000049,CAMP005,2026-07-20,Email,0,0,0
C000050,CAMP005,2026-04-06,Email,0,0,0
C000050,CAMP007,2026-04-23,Email,0,0,0
C000050,CAMP008,2026-05-31,Email,1,1,0
C000050,CAMP003,2026-07-08,Email,0,0,0
C000050,CAMP004,2026-04-02,Email,0,0,0
C000051,CAMP005,2026-07-23,Mobile App,1,1,0
C000051,CAMP008,2026-07-03,Email,1,0,0
C000051,CAMP003,2026-06-20,Mobile App,1,0,0
C000051,CAMP007,2026-06-05,Email,1,0,0
C000051,CAMP002,2026-04-13,Email,1,0,0
C000051,CAMP004,2026-07-25,Email,0,0,0
C000051,CAMP001,2026-05-05,Mobile App,0,0,0
C000052,CAMP006,2026-04-23,Email,0,0,0
C000052,CAMP005,2026-08-19,Email,0,0,0
C000052,CAMP003,2026-05-22,Email,1,1,0
C000053,CAMP002,2026-05-16,Email,0,0,0
C000053,CAMP006,2026-04-28,Email,0,0,0
C000053,CAMP007,2026-06-11,Mobile App,0,0,0
C000053,CAMP005,2026-06-23,Email,1,1,1
C000053,CAMP001,2026-08-22,Mobile App,0,0,0
C000054,CAMP004,2026-04-08,Mobile App,0,0,0
C000054,CAMP003,2026-08-20,Email,1,0,0
C000054,CAMP002,2026-05-01,Email,1,0,0
C000054,CAMP006,2026-05-14,Email,1,0,0
C000054,CAMP007,2026-04-02,Email,0,0,0
C000055,CAMP006,2026-07-14,Email,1,0,0
C000055,CAMP002,2026-04-22,Email,1,0,0
C000055,CAMP007,2026-06-04,Email,1,1,1
C000055,CAMP001,2026-04-23,Mobile App,0,0,0
C000056,CAMP003,2026-06-08,Mobile App,0,0,0
C000056,CAMP008,2026-07-05,Email,1,0,0
C000056,CAMP001,2026-08-20,Email,1,1,0
C000056,CAMP005,2026-05-08,Mobile App,1,1,0
C000056,CAMP002,2026-04-08,Mobile App,1,1,0
C000057,CAMP003,2026-05-08,Email,0,0,0
C000057,CAMP007,2026-06-30,Mobile App,1,0,0
C000057,CAMP005,2026-07-22,Email,0,0,0
C000057,CAMP002,2026-07-13,Email,0,0,0
C000058,CAMP006,2026-07-01,Email,1,0,0
C000058,CAMP002,2026-04-24,Email,0,0,0
C000058,CAMP005,2026-05-04,Mobile App,0,0,0
C000059,CAMP004,2026-04-23,Email,1,1,0
C000059,CAMP005,2026-04-29,Email,1,1,0
C000059,CAMP007,2026-08-16,Email,1,0,0
C000060,CAMP006,2026-04-06,Mobile App,0,0,0
C000060,CAMP003,2026-04-15,Mobile App,0,0,0
C000060,CAMP004,2026-07-01,Email,1,0,0
C000060,CAMP007,2026-06-05,Mobile App,0,0,0
C000060,CAMP005,2026-05-12,Email,1,1,1
C000061,CAMP001,2026-06-07,Mobile App,1,1,0
C000061,CAMP004,2026-07-01,Email,1,1,0
C000061,CAMP003,2026-05-26,Mobile App,0,0,0
C000061,CAMP002,2026-06-20,Mobile App,1,1,0
C000061,CAMP006,2026-05-25,Mobile App,1,1,0
C000061,CAMP008,2026-04-13,Email,0,0,0
C000061,CAMP005,2026-05-03,Mobile App,1,0,0
C000062,CAMP005,2026-05-28,Mobile App,0,0,0
C000062,CAMP006,2026-07-28,Mobile App,0,0,0
C000062,CAMP003,2026-07-28,Mobile App,1,1,0
C000063,CAMP006,2026-06-21,Email,0,0,0
C000063,CAMP003,2026-04-26,Mobile App,0,0,0
C000063,CAMP001,2026-05-30,Email,0,0,0
C000063,CAMP007,2026-05-22,Mobile App,0,0,0
C000064,CAMP003,2026-08-20,Mobile App,0,0,0
C000064,CAMP002,2026-05-25,Email,1,0,0
C000064,CAMP001,2026-08-09,Email,1,1,1
C000064,CAMP006,2026-06-06,Mobile App,1,0,0
C000064,CAMP004,2026-06-19,Email,1,0,0
C000064,CAMP008,2026-04-11,Email,0,0,0
C000065,CAMP001,2026-07-26,Email,1,0,0
C000065,CAMP003,2026-06-21,Mobile App,1,1,0
C000065,CAMP007,2026-06-20,Email,0,0,0
C000065,CAMP005,2026-05-09,Email,0,0,0
C000066,CAMP004,2026-04-27,Email,1,0,0
C000066,CAMP006,2026-04-24,Email,0,0,0
C000066,CAMP001,2026-04-07,Email,1,0,0
C000066,CAMP008,2026-05-20,Mobile App,1,0,0
C000066,CAMP005,2026-06-23,Email,0,0,0
C000067,CAMP006,2026-08-23,Email,0,0,0
C000067,CAMP002,2026-07-28,Email,0,0,0
C000067,CAMP004,2026-05-14,Email,0,0,0
C000067,CAMP008,2026-04-21,Mobile App,1,0,0
C000067,CAMP005,2026-05-30,Email,1,1,0
C000067,CAMP007,2026-06-07,Mobile App,1,0,0
C000067,CAMP003,2026-07-19,Mobile App,1,1,0
C000068,CAMP006,2026-07-05,Mobile App,0,0,0
C000068,CAMP005,2026-04-19,Mobile App,0,0,0
C000068,CAMP004,2026-05-03,Email,0,0,0
C000068,CAMP008,2026-07-19,Email,1,1,0
C000068,CAMP001,2026-07-19,Email,1,1,1
C000068,CAMP003,2026-04-25,Email,1,1,0
C000069,CAMP001,2026-04-30,Email,1,0,0
C000069,CAMP002,2026-05-06,Email,0,0,0
C000069,CAMP004,2026-04-08,Email,0,0,0
C000069,CAMP007,2026-07-30,Mobile App,1,1,0
C000069,CAMP005,2026-07-19,Email,0,0,0
C000069,CAMP008,2026-06-03,Mobile App,1,0,0
C000070,CAMP004,2026-06-19,Email,1,0,0
C000070,CAMP002,2026-08-09,Email,1,1,0
C000070,CAMP006,2026-05-08,Email,0,0,0
C000070,CAMP007,2026-05-18,Email,0,0,0
C000070,CAMP003,2026-04-05,Mobile App,0,0,0
C000070,CAMP008,2026-07-08,Email,1,0,0
C000071,CAMP003,2026-08-07,Mobile App,1,1,0
C000071,CAMP005,2026-08-20,Email,1,1,0
C000071,CAMP008,2026-04-22,Mobile App,1,1,0
C000072,CAMP003,2026-07-21,Email,0,0,0
C000072,CAMP008,2026-08-12,Mobile App,1,1,1
C000072,CAMP005,2026-04-19,Email,0,0,0
C000073,CAMP005,2026-06-21,Mobile App,1,0,0
C000073,CAMP001,2026-04-21,Email,0,0,0
C000073,CAMP002,2026-07-05,Mobile App,0,0,0
C000073,CAMP003,2026-07-06,Email,0,0,0
C000074,CAMP002,2026-07-04,Email,0,0,0
C000074,CAMP003,2026-06-04,Email,1,1,0
C000074,CAMP006,2026-06-02,Email,1,0,0
C000074,CAMP008,2026-05-11,Email,1,0,0
C000074,CAMP007,2026-05-14,Email,1,1,0
C000075,CAMP006,2026-04-28,Email,0,0,0
C000075,CAMP003,2026-04-16,Email,1,1,0
C000075,CAMP002,2026-04-22,Email,1,1,0
C000075,CAMP007,2026-06-27,Mobile App,0,0,0
C000076,CAMP003,2026-07-06,Email,1,1,1
C000076,CAMP001,2026-08-04,Email,0,0,0
C000076,CAMP002,2026-04-13,Email,1,1,1
C000076,CAMP008,2026-05-19,Email,1,1,1
C000077,CAMP006,2026-06-19,Mobile App,0,0,0
C000077,CAMP005,2026-06-19,Email,1,1,0
C000077,CAMP008,2026-04-26,Email,0,0,0
C000077,CAMP002,2026-07-04,Mobile App,0,0,0
C000077,CAMP003,2026-04-09,Email,1,0,0
C000078,CAMP001,2026-04-10,Mobile App,0,0,0
C000078,CAMP002,2026-04-20,Mobile App,1,0,0
C000078,CAMP003,2026-06-15,Email,1,0,0
C000078,CAMP008,2026-07-10,Email,1,0,0
C000078,CAMP005,2026-07-25,Email,0,0,0
C000078,CAMP004,2026-04-05,Mobile App,1,0,0
C000079,CAMP004,2026-06-20,Mobile App,0,0,0
C000079,CAMP003,2026-07-02,Email,0,0,0
C000079,CAMP005,2026-04-24,Mobile App,0,0,0
C000079,CAMP001,2026-07-30,Email,1,1,1
C000079,CAMP006,2026-04-29,Email,1,0,0
C000080,CAMP004,2026-06-10,Email,1,0,0
C000080,CAMP003,2026-05-10,Mobile App,1,1,1
C000080,CAMP001,2026-05-30,Mobile App,1,1,0
C000080,CAMP007,2026-07-04,Email,0,0,0
C000081,CAMP002,2026-04-23,Mobile App,0,0,0
C000081,CAMP008,2026-04-25,Mobile App,0,0,0
C000081,CAMP005,2026-06-26,Mobile App,0,0,0
C000081,CAMP004,2026-04-24,Email,0,0,0
C000081,CAMP007,2026-05-28,Email,0,0,0
C000082,CAMP005,2026-06-22,Email,1,1,0
C000082,CAMP002,2026-04-26,Email,0,0,0
C000082,CAMP006,2026-04-03,Email,1,0,0
C000082,CAMP003,2026-05-24,Email,1,1,0
C000082,CAMP008,2026-06-25,Mobile App,0,0,0
C000082,CAMP001,2026-05-05,Email,0,0,0
C000083,CAMP004,2026-08-05,Email,1,0,0
C000083,CAMP007,2026-06-21,Mobile App,0,0,0
C000083,CAMP006,2026-07-23,Mobile App,0,0,0
C000083,CAMP002,2026-06-25,Email,1,0,0
C000084,CAMP004,2026-07-30,Email,1,0,0
C000084,CAMP005,2026-07-05,Email,1,0,0
C000084,CAMP001,2026-07-17,Mobile App,0,0,0
C000084,CAMP008,2026-07-22,Email,0,0,0
C000084,CAMP003,2026-04-22,Mobile App,0,0,0
C000084,CAMP007,2026-04-30,Email,0,0,0
C000084,CAMP006,2026-06-26,Email,0,0,0
C000085,CAMP004,2026-04-02,Email,0,0,0
C000085,CAMP003,2026-07-23,Email,0,0,0
C000085,CAMP001,2026-08-05,Mobile App,0,0,0
C000085,CAMP008,2026-07-08,Mobile App,0,0,0
C000085,CAMP005,2026-05-06,Email,1,0,0
C000085,CAMP007,2026-04-06,Email,1,0,0
C000085,CAMP002,2026-06-04,Email,1,0,0
C000086,CAMP003,2026-06-09,Mobile App,0,0,0
C000086,CAMP002,2026-04-20,Mobile App,1,0,0
C000086,CAMP008,2026-07-13,Email,1,0,0
C000086,CAMP004,2026-08-11,Email,0,0,0
C000086,CAMP006,2026-05-26,Email,1,0,0
C000087,CAMP006,2026-05-18,Email,1,0,0
C000087,CAMP008,2026-06-11,Email,1,1,0
C000087,CAMP007,2026-05-05,Mobile App,0,0,0
C000087,CAMP005,2026-08-22,Email,1,0,0
C000087,CAMP001,2026-07-01,Email,1,0,0
C000087,CAMP004,2026-06-07,Mobile App,0,0,0
C000088,CAMP002,2026-07-20,Mobile App,0,0,0
C000088,CAMP006,2026-08-22,Email,0,0,0
C000088,CAMP008,2026-04-11,Email,0,0,0
C000088,CAMP004,2026-05-09,Mobile App,0,0,0
C000088,CAMP001,2026-04-06,Email,0,0,0
C000088,CAMP005,2026-06-26,Email,0,0,0
C000088,CAMP007,2026-06-23,Email,0,0,0
C000089,CAMP004,2026-04-11,Email,1,1,0
C000089,CAMP005,2026-07-12,Mobile App,0,0,0
C000089,CAMP006,2026-07-19,Mobile App,0,0,0
C000089,CAMP007,2026-04-27,Email,0,0,0
C000089,CAMP002,2026-04-20,Email,1,1,0
C000089,CAMP003,2026-06-05,Mobile App,0,0,0
C000089,CAMP001,2026-08-12,Mobile App,1,0,0
C000090,CAMP003,2026-08-14,Mobile App,0,0,0
C000090,CAMP006,2026-06-26,Email,0,0,0
C000090,CAMP007,2026-07-01,Mobile App,0,0,0
C000090,CAMP001,2026-05-05,Mobile App,1,1,0
C000090,CAMP004,2026-07-10,Email,1,0,0
C000090,CAMP008,2026-07-23,Email,1,0,0
C000091,CAMP001,2026-05-18,Mobile App,1,0,0
C000091,CAMP003,2026-05-14,Email,1,1,1
C000091,CAMP002,2026-04-24,Email,1,1,0
C000091,CAMP007,2026-06-10,Mobile App,0,0,0
C000091,CAMP006,2026-04-02,Mobile App,1,0,0
C000092,CAMP002,2026-06-22,Email,0,0,0
C000092,CAMP005,2026-05-11,Mobile App,0,0,0
C000092,CAMP006,2026-07-19,Email,1,0,0
C000093,CAMP007,2026-04-29,Mobile App,0,0,0
C000093,CAMP001,2026-06-17,Mobile App,0,0,0
C000093,CAMP004,2026-05-13,Email,0,0,0
C000093,CAMP006,2026-06-15,Email,1,1,1
C000093,CAMP003,2026-08-14,Mobile App,0,0,0
C000093,CAMP002,2026-08-22,Email,1,0,0
C000093,CAMP005,2026-04-27,Email,0,0,0
C000094,CAMP008,2026-05-26,Mobile App,1,0,0
C000094,CAMP003,2026-08-04,Email,0,0,0
C000094,CAMP007,2026-08-05,Mobile App,1,1,1
C000094,CAMP001,2026-05-29,Email,0,0,0
C000094,CAMP004,2026-05-10,Email,1,1,0
C000094,CAMP006,2026-07-18,Mobile App,0,0,0
C000094,CAMP005,2026-06-06,Email,0,0,0
C000095,CAMP008,2026-08-19,Mobile App,1,1,0
C000095,CAMP005,2026-07-02,Email,0,0,0
C000095,CAMP002,2026-05-31,Email,1,1,0
C000096,CAMP008,2026-04-22,Email,1,1,0
C000096,CAMP001,2026-06-26,Email,0,0,0
C000096,CAMP007,2026-06-16,Email,0,0,0
C000096,CAMP005,2026-06-23,Mobile App,0,0,0
C000097,CAMP001,2026-04-07,Email,1,0,0
C000097,CAMP005,2026-08-22,Email,0,0,0
C000097,CAMP008,2026-06-12,Mobile App,0,0,0
C000097,CAMP007,2026-04-05,Email,0,0,0
C000097,CAMP003,2026-07-09,Mobile App,1,1,1
C000097,CAMP006,2026-06-20,Email,1,0,0
C000097,CAMP002,2026-04-07,Mobile App,0,0,0
C000098,CAMP006,2026-05-21,Mobile App,1,1,1
C000098,CAMP001,2026-07-10,Email,1,0,0
C000098,CAMP005,2026-05-26,Email,1,0,0
C000098,CAMP004,2026-07-22,Email,1,1,0
C000099,CAMP003,2026-04-03,Email,0,0,0
C000099,CAMP002,2026-06-15,Mobile App,0,0,0
C000099,CAMP006,2026-04-07,Email,0,0,0
C000099,CAMP001,2026-08-04,Email,0,0,0
C000099,CAMP004,2026-06-10,Email,0,0,0
C000100,CAMP001,2026-05-02,Mobile App,0,0,0
C000100,CAMP008,2026-08-12,Email,0,0,0
C000100,CAMP002,2026-04-15,Email,0,0,0
C000100,CAMP006,2026-04-26,Email,1,0,0
C000101,CAMP005,2026-04-10,Mobile App,1,1,0
C000101,CAMP001,2026-06-02,Email,0,0,0
C000101,CAMP006,2026-05-07,Mobile App,1,0,0
C000101,CAMP007,2026-08-08,Email,1,1,0
C000102,CAMP006,2026-04-22,Mobile App,1,0,0
C000102,CAMP007,2026-05-08,Email,1,1,0
