customer_id,product_id,holding_start_date,product_value,status
C000018,P003,2024-06-27,88977.05,Active
C000019,P001,2025-02-01,82161.36,Active
C000020,P001,2022-07-31,57773.02,Active
C000020,P003,2019-08-12,75559.62,Active
C000020,P005,2026-06-22,80731.65,Active
C000020,P007,2020-11-01,15933.96,Active
C000021,P001,2016-11-14,47253.89,Active
C000021,P003,2014-01-05,54890.1,Active
C000022,P001,2023-06-05,12951.0,Active
C000023,P003,2023-11-04,17509.39,Active
C000023,P006,2025-10-11,36868.98,Active
C000024,P001,2024-05-24,62597.95,Active
C000024,P002,2022-04-05,213457.67,Active
C000024,P003,2026-07-09,211867.05,Active
C000024,P006,2023-12-16,186386.4,Active
C000024,P007,2023-03-15,47676.67,Active
C000025,P001,2026-05-13,143937.34,Active
C000026,P001,2025-07-28,479578.69,Active
C000026,P003,2023-11-25,331225.6,Active
C000026,P006,2026-01-15,435287.32,Active
C000026,P007,2022-07-11,64204.08,Active
C000027,P001,2026-05-30,28122.88,Active
C000028,P001,2022-01-12,82142.12,Active
C000028,P003,2023-02-06,321427.16,Active
C000028,P007,2025-01-20,83109.7,Active
C000029,P001,2022-05-21,64957.09,Active
C000029,P003,2024-06-07,67808.42,Active
C000030,P001,2019-11-13,60039.45,Active
C000030,P003,2017-12-15,49315.31,Active
C000030,P004,2023-10-20,70967.19,Active
C000031,P001,2023-07-22,22554.0,Active
C000032,P001,2022-03-07,69513.91,Active
C000033,P001,2024-01-21,12771.35,Active
C000034,P001,2025-08-11,66110.82,Active
C000034,P003,2024-12-31,113220.97,Active
C000034,P006,2025-09-25,34614.77,Active
C000034,P008,2024-11-30,45572.11,Active
C000035,P001,2021-01-14,15816.69,Active
C000035,P003,2023-07-12,2617.92,Active
C000036,P001,2025-06-06,71373.01,Active
C000036,P003,2024-03-19,24023.9,Active
C000037,P003,2024-12-19,8066.64,Active
C000038,P001,2024-12-17,68623.22,Active
C000039,P001,2023-01-02,91447.2,Active
C000039,P006,2026-04-03,112164.52,Active
C000040,P001,2020-12-19,9393.63,Active
C000040,P003,2023-10-10,12655.81,Active
C000040,P007,2024-06-28,14041.1,Active
C000041,P001,2023-06-28,65550.69,Active
C000042,P001,2024-04-28,259614.58,Active
C000042,P003,2025-08-25,29824.55,Active
C000042,P004,2025-03-14,276698.02,Active
C000042,P006,2022-06-03,68952.88,Active
C000042,P007,2024-09-29,238572.95,Active
C000043,P001,2025-08-09,129361.68,Active
C000043,P006,2024-12-11,44158.27,Active
C000044,P001,2016-08-21,101331.33,Active
C000044,P003,2024-08-14,37204.8,Active
C000044,P005,2021-12-04,192503.78,Active
C000044,P006,2024-01-13,137265.51,Active
C000044,P008,2018-03-19,159143.88,Active
C000045,P001,2025-11-22,20898.73,Active
C000045,P002,2022-11-14,81627.55,Active
C000046,P001,2010-04-28,32307.09,Active
C000046,P003,2016-10-04,47927.82,Active
C000046,P004,2018-04-21,225255.11,Active
C000047,P001,2026-05-17,99261.87,Active
C000047,P004,2023-08-13,81027.12,Active
C000048,P001,2025-05-18,16144.84,Active
C000049,P001,2024-04-23,10024.13,Active
C000049,P003,2024-03-14,17847.27,Active
C000049,P006,2025-12-08,19172.04,Active
C000049,P007,2026-01-11,8966.41,Active
C000050,P001,2019-10-23,9386.58,Active
C000050,P003,2022-06-28,4916.84,Active
C000051,P001,2020-07-22,58955.78,Active
C000051,P003,2022-05-29,47845.37,Active
C000051,P006,2025-02-07,84495.74,Active
C000052,P001,2022-01-19,8189.43,Active
C000053,P001,2024-10-28,100014.16,Active
C000053,P006,2022-05-21,36131.4,Active
C000054,P001,2026-01-23,70762.06,Active
C000054,P004,2024-10-25,69088.24,Active
C000055,P001,2021-09-03,3878.67,Active
C000055,P003,2023-11-29,18615.96,Active
C000056,P001,2025-07-22,6489.04,Active
C000056,P002,2025-07-16,40315.39,Active
C000057,P001,2026-04-13,17963.42,Active
C000057,P003,2024-03-30,58319.45,Active
C000058,P001,2026-06-06,25779.22,Active
C000058,P003,2026-06-17,6362.4,Active
C000058,P004,2022-04-25,3354.86,Active
C000059,P001,2023-11-24,25740.11,Active
C000059,P004,2024-10-09,22851.31,Active
C000059,P007,2023-06-26,22018.53,Active
C000060,P001,2019-08-27,58219.83,Active
C000060,P002,2025-02-26,54093.46,Active
C000060,P003,2025-02-19,85977.04,Active
C000061,P003,2026-03-16,15564.72,Active
C000062,P003,2021-05-01,495260.73,Active
C000063,P001,2023-04-30,124326.95,Active
C000063,P002,2025-01-28,160095.55,Active
C000063,P003,2018-08-11,131216.36,Active
C000063,P004,2016-09-04,15072.93,Active
C000063,P007,2022-07-27,16808.36,Active
C000064,P001,2025-11-19,37376.83,Active
C000065,P001,2019-08-19,35807.52,Active
C000066,P001,2025-10-24,85252.87,Active
C000067,P001,2015-12-17,29147.44,Active
C000068,P001,2025-04-08,22869.59,Active
C000068,P002,2022-02-05,19123.3,Active
C000068,P003,2020-06-15,31750.33,Active
C000068,P005,2024-11-16,26346.2,Active
C000068,P006,2016-03-02,10311.02,Active
C000068,P007,2024-11-03,26306.32,Active
C000068,P008,2022-12-21,18176.27,Active
C000069,P001,2024-03-05,38767.59,Active
C000069,P004,2022-06-16,64651.81,Active
C000069,P005,2026-02-04,148885.31,Active
C000069,P006,2021-10-14,162001.64,Active
C000069,P007,2020-01-03,189377.41,Active
C000070,P002,2025-05-24,38775.16,Active
C000070,P003,2024-07-06,58959.69,Active
C000071,P001,2023-10-15,26399.19,Active
C000072,P001,2023-05-04,435261.37,Active
C000072,P002,2025-08-24,373633.3,Active
C000072,P008,2017-09-22,401075.09,Active
C000073,P001,2021-12-26,16944.35,Active
C000073,P002,2020-09-28,10009.19,Active
C000073,P006,2023-05-17,31949.49,Active
C000074,P001,2012-02-15,87598.08,Active
C000074,P002,2008-12-20,32430.96,Active
C000074,P003,2016-05-14,129079.24,Active
C000074,P005,2010-11-02,145992.69,Active
C000074,P006,2022-11-21,72263.02,Active
C000074,P007,2018-12-16,103002.08,Active
C000075,P001,2022-06-02,278774.62,Active
C000076,P001,2023-06-05,325421.84,Active
C000076,P002,2020-01-22,448754.06,Active
C000076,P003,2024-04-26,99608.06,Active
C000076,P004,2019-05-17,224141.34,Active
C000076,P006,2021-02-14,221804.11,Active
C000076,P008,2024-11-08,131017.37,Active
C000077,P007,2021-05-03,56889.32,Active
C000078,P001,2025-11-04,11559.23,Active
C000078,P008,2023-07-17,2065.55,Active
C000079,P001,2025-01-15,178018.1,Active
C000080,P001,2023-08-24,32772.66,Active
C000080,P005,2025-12-04,35583.71,Active
C000080,P006,2018-10-04,58887.83,Active
C000080,P007,2017-10-19,10080.83,Active
C000081,P001,2015-12-01,57961.37,Active
C000081,P003,2021-12-18,98503.9,Active
C000081,P004,2016-12-13,14724.74,Active
C000082,P001,2022-10-23,31836.2,Active
C000082,P003,2023-06-06,37896.21,Active
C000083,P001,2020-07-14,273230.56,Active
C000084,P001,2025-03-10,11531.78,Active
C000085,P001,2024-05-30,59071.22,Active
C000085,P003,2024-05-19,61128.44,Active
C000086,P001,2021-06-01,4449.44,Active
C000086,P003,2026-05-01,21806.63,Active
C000087,P001,2022-07-08,13100.2,Active
C000087,P003,2024-03-08,29068.47,Active
C000088,P001,2024-07-06,86171.76,Active
C000089,P001,2023-01-30,95800.3,Active
C000089,P002,2026-04-06,68603.29,Active
C000089,P006,2022-05-21,82610.98,Active
C000090,P001,2025-02-26,198061.93,Active
C000090,P002,2020-12-01,248493.56,Active
C000090,P003,2021-11-26,421000.89,Active
C000090,P006,2025-07-11,101963.88,Active
C000091,P001,2024-10-09,124246.48,Active
C000091,P002,2024-11-09,59742.4,Active
C000091,P005,2022-07-28,83665.3,Active
C000091,P008,2022-11-24,51604.98,Active
C000092,P001,2023-12-22,56423.33,Active
C000093,P001,2025-03-30,69469.28,Active
C000093,P002,2025-04-25,155341.48,Active
C000093,P003,2024-04-01,191565.16,Active
C000093,P004,2024-08-03,20227.79,Active
C000093,P006,2025-02-23,143446.72,Active
C000093,P007,2023-02-06,206957.94,Active
C000094,P001,2025-09-24,65312.13,Active
C000095,P001,2022-01-16,219.14,Active
C000095,P007,2021-09-03,2020.52,Active
C000096,P001,2018-06-23,31485.97,Active
C000096,P003,2017-06-05,63810.82,Active
C000096,P007,2022-11-22,80910.71,Active
C000097,P001,2022-06-13,41538.18,Active
C000097,P004,2025-11-18,33974.25,Active
C000097,P007,2024-09-17,55952.69,Active
C000098,P001,2023-12-21,46120.35,Active
C000098,P003,2021-06-12,441843.67,Active
C000098,P004,2025-06-01,169651.34,Active
C000098,P005,2021-10-02,47540.81,Active
C000098,P006,2022-06-11,59646.22,Active
C000098,P008,2025-07-25,45564.01,Active
C000099,P001,2026-06-11,96966.08,Active
C000100,P001,2025-10-18,8127.26,Active
C000100,P003,2023-09-19,12327.0,Active
C000101,P001,2022-07-04,200469.13,Active
C000101,P004,2025-05-02,175161.51,Active
C000102,P001,2022-08-26,20777.47,Active
C000102,P003,2021-12-16,26831.01,Active
C000103,P001,2025-02-28,19645.89,Active
C000103,P003,2024-03-21,40913.46,Active
C000103,P007,2024-10-17,40143.67,Active
C000104,P001,2022-06-01,92294.82,Active
C000105,P001,2020-06-20,30904.59,Active
C000105,P002,2024-07-25,58317.62,Active
C000105,P003,2023-06-25,6572.0,Active
C000106,P001,2020-09-24,252468.52,Active
C000106,P003,2021-01-18,197934.77,Active
C000107,P002,2019-02-25,58201.93,Active
C000108,P001,2026-07-20,19791.47,Active
C000108,P003,2018-04-09,23313.89,Active
C000108,P007,2017-03-02,48352.16,Active
C000109,P001,2024-03-20,46026.27,Active
C000109,P003,2026-03-10,157464.62,Active
C000110,P001,2016-08-31,39716.25,Active
C000111,P001,2025-08-25,93185.41,Active
C000111,P003,2023-08-27,293807.51,Active
C000111,P007,2022-09-21,318658.66,Active
C000111,P008,2025-05-08,227597.98,Active
C000112,P001,2024-07-25,35118.84,Active
C000112,P007,2019-06-23,50138.76,Active
C000113,P001,2025-01-10,139066.59,Active
C000113,P007,2023-07-29,334177.53,Active
C000114,P001,2019-10-31,28729.56,Active
C000114,P003,2022-11-28,137885.71,Active
C000115,P001,2025-03-01,28161.46,Active
C000115,P002,2022-11-06,115262.3,Active
C000115,P003,2021-01-21,13998.23,Active
C000115,P004,2022-01-18,129740.05,Active
C000115,P006,2025-01-09,18897.52,Active
C000116,P001,2025-07-26,20023.74,Active
C000116,P002,2022-06-29,56911.02,Active
C000116,P003,2026-02-07,45688.33,Active
C000116,P004,2024-11-10,55678.82,Active
C000116,P006,2021-03-05,5077.9,Active
C000116,P007,2024-11-12,53080.37,Active
C000116,P008,2020-02-26,8062.23,Active
C000117,P001,2022-05-08,5251.11,Active
C000118,P001,2026-06-26,85592.36,Active
C000118,P002,2025-01-16,61553.77,Active
C000118,P003,2024-12-14,26987.65,Active
C000118,P005,2026-07-04,28393.03,Active
C000118,P007,2025-09-03,55862.28,Active
C000119,P003,2024-08-14,36216.06,Active
C000119,P004,2023-10-13,40249.34,Active
C000119,P008,2025-08-10,97251.57,Active
C000120,P001,2023-05-30,96699.18,Active
C000120,P002,2025-02-19,38412.84,Active
C000120,P003,2025-05-21,126697.58,Active
C000120,P004,2021-10-30,20401.45,Active
C000120,P006,2023-08-17,203797.15,Active
C000120,P008,2024-02-06,96687.25,Active
C000121,P001,2023-05-07,134953.02,Active
C000121,P003,2021-03-09,93202.86,Active
C000121,P004,2021-07-17,89064.01,Active
C000121,P006,2024-03-05,251570.0,Active
C000122,P001,2022-07-25,31008.15,Active
C000122,P004,2020-09-11,72157.19,Active
C000123,P003,2026-03-15,30899.38,Active
C000123,P007,2024-03-20,43098.21,Active
C000124,P001,2023-04-28,149275.37,Active
C000124,P002,2024-04-30,272121.28,Active
C000124,P003,2024-04-30,303611.56,Active
C000124,P005,2026-01-04,141126.58,Active
C000124,P008,2024-04-04,151442.39,Active
C000125,P001,2025-11-16,13935.91,Active
C000125,P003,2025-07-29,97058.22,Active
C000126,P001,2023-06-01,62509.92,Active
C000126,P006,2024-07-21,33637.26,Active
C000127,P001,2025-01-16,109341.67,Active
C000127,P002,2025-03-13,13201.91,Active
C000127,P003,2025-10-01,84639.51,Active
C000127,P004,2021-07-07,71502.28,Active
C000128,P001,2023-10-04,72999.12,Active
C000128,P003,2021-01-08,11881.16,Active
C000128,P007,2023-09-17,75855.85,Active
C000129,P001,2026-02-17,20575.63,Active
C000129,P002,2021-08-28,21175.67,Active
C000129,P003,2023-09-13,99855.56,Active
C000130,P001,2026-01-05,27591.07,Active
C000130,P003,2026-05-08,7416.45,Active
C000131,P001,2015-11-07,16039.01,Active
C000131,P003,2015-12-31,10695.58,Active
C000131,P004,2025-05-05,31465.31,Active
C000132,P001,2025-01-19,93991.84,Active
C000132,P002,2025-04-25,50444.6,Active
C000132,P003,2021-12-08,224094.95,Active
C000132,P006,2018-10-31,135142.6,Active
C000133,P001,2024-05-22,36502.76,Active
C000133,P003,2025-09-08,59531.01,Active
C000134,P001,2024-06-30,61721.79,Active
C000134,P003,2021-10-01,112815.53,Active
C000134,P004,2018-09-08,187973.29,Active
C000134,P008,2021-10-25,119004.96,Active
C000135,P001,2021-08-04,56719.45,Active
C000136,P001,2024-11-19,259.34,Active
C000136,P003,2024-09-26,2720.62,Active
C000136,P004,2024-11-14,2322.96,Active
C000136,P007,2022-03-21,185.18,Active
C000137,P003,2025-10-10,63788.89,Active
C000138,P001,2025-12-18,33870.32,Active
C000139,P001,2021-07-21,228825.24,Active
C000139,P007,2020-09-20,49201.77,Active
C000140,P001,2023-06-13,63288.19,Active
C000140,P003,2022-03-22,48747.27,Active
C000141,P001,2023-01-02,220461.55,Active
C000141,P003,2025-10-24,138638.87,Active
C000141,P006,2023-08-20,66338.54,Active
C000142,P001,2023-07-06,12964.86,Active
C000142,P003,2014-06-26,38153.33,Active
C000142,P005,2022-08-26,60643.23,Active
C000142,P008,2022-02-20,6826.71,Active
C000143,P001,2019-02-27,27959.32,Active
C000144,P001,2022-08-30,105114.4,Active
C000144,P003,2023-05-29,83935.98,Active
C000144,P006,2022-08-08,119313.97,Active
C000145,P001,2021-09-15,96677.62,Active
C000145,P006,2025-03-11,12542.5,Active
C000146,P001,2023-01-25,63035.31,Active
C000147,P001,2024-08-25,3766.17,Active
C000148,P003,2019-06-11,62087.16,Active
C000149,P001,2024-03-25,93941.71,Active
C000149,P002,2024-09-09,77517.71,Active
C000149,P003,2019-08-24,9214.33,Active
C000150,P001,2023-11-12,42566.85,Active
C000150,P003,2025-08-15,50459.38,Active
C000150,P007,2026-04-17,136365.98,Active
C000151,P001,2024-08-19,58124.04,Active
C000152,P001,2026-02-22,6626.89,Active
C000153,P001,2026-02-04,24271.72,Active
C000153,P006,2023-12-30,19448.05,Active
C000154,P001,2023-08-14,40718.15,Active
C000154,P002,2020-07-18,17991.05,Active
C000154,P003,2025-04-20,57346.6,Active
C000154,P004,2023-10-29,112016.89,Active
C000154,P005,2023-07-23,89261.71,Active
C000154,P007,2022-04-30,51728.67,Active
C000154,P008,2021-03-16,62626.33,Active
C000155,P001,2022-11-20,48118.05,Active
C000156,P001,2024-01-25,11213.09,Active
C000157,P001,2026-01-07,128018.62,Active
C000157,P002,2026-05-24,166805.38,Active
C000157,P003,2021-10-21,157518.85,Active
C000158,P001,2026-01-11,47619.85,Active
C000159,P003,2019-05-16,118210.36,Active
C000160,P001,2025-06-01,7761.79,Active
C000161,P002,2024-05-19,34845.04,Active
C000161,P003,2025-11-05,19337.56,Active
C000162,P001,2023-11-18,21888.95,Active
C000162,P002,2021-10-04,33528.31,Active
C000163,P001,2025-09-16,326177.99,Active
C000163,P003,2024-02-20,331852.74,Active
C000163,P004,2023-12-19,215363.59,Active
C000163,P006,2019-04-16,79326.67,Active
C000163,P007,2016-04-26,219732.87,Active
C000163,P008,2018-10-13,317725.13,Active
C000164,P001,2023-06-25,231304.3,Active
C000164,P003,2025-09-09,278251.08,Active
C000165,P001,2023-11-12,12391.56,Active
C000166,P004,2024-02-19,109497.42,Active
C000166,P006,2026-02-19,62307.39,Active
C000167,P001,2025-08-04,78649.54,Active
C000167,P002,2025-07-03,167661.43,Active
C000167,P003,2025-10-26,250432.8,Active
C000167,P004,2025-06-22,97470.76,Active
C000167,P006,2024-11-27,60224.58,Active
C000167,P007,2025-12-09,128819.62,Active
C000168,P001,2019-10-17,57889.69,Active
C000168,P007,2020-03-09,29754.72,Active
C000169,P001,2024-02-22,37508.68,Active
C000170,P001,2024-04-10,135910.56,Active
C000170,P003,2025-01-17,204877.8,Active
C000170,P007,2026-03-17,107420.01,Active
C000171,P001,2023-03-10,215561.68,Active
C000171,P003,2014-07-16,31207.17,Active
C000171,P006,2020-01-14,57011.14,Active
C000171,P007,2022-08-31,168671.28,Active
C000172,P001,2024-09-17,5353.87,Active
C000173,P001,2020-06-06,45517.9,Active
C000173,P003,2013-01-31,43843.69,Active
C000174,P001,2026-06-04,23563.63,Active
C000175,P001,2019-10-25,202857.46,Active
C000175,P003,2017-01-23,179678.27,Active
C000175,P006,2021-04-11,205824.39,Active
C000176,P001,2023-11-07,303060.19,Active
C000176,P003,2022-12-18,281629.94,Active
C000176,P005,2017-05-08,280184.74,Active
C000176,P006,2025-01-22,322789.41,Active
C000176,P007,2018-02-09,97410.27,Active
C000177,P001,2026-02-21,5888.6,Active
C000178,P001,2025-01-26,38539.59,Active
C000179,P001,2024-02-28,66409.82,Active
C000179,P003,2023-09-19,74689.42,Active
C000180,P001,2021-12-21,29900.94,Active
C000181,P001,2023-06-06,45360.86,Active
C000181,P003,2022-06-20,22277.53,Active
C000181,P006,2026-02-07,47655.47,Active
C000181,P007,2021-11-27,28368.48,Active
C000182,P001,2022-09-14,3600.11,Active
C000183,P003,2025-06-12,110204.21,Active
C000184,P001,2021-01-30,73621.53,Active
C000184,P002,2026-03-02,45908.87,Active
C000184,P006,2020-10-22,14774.43,Active
C000184,P007,2025-04-28,65366.39,Active
C000185,P001,2024-04-12,13502.77,Active
C000186,P001,2024-04-11,11456.88,Active
C000186,P003,2025-07-25,36664.42,Active
C000187,P001,2023-02-14,5013.78,Active
C000187,P003,2023-03-25,9407.06,Active
C000188,P001,2015-11-05,13958.79,Active
C000189,P001,2023-03-05,28409.07,Active
C000189,P007,2021-04-17,60376.42,Active
C000190,P001,2013-12-24,50669.94,Active
C000191,P001,2020-10-06,46856.07,Active
C000191,P003,2023-11-25,146538.06,Active
C000191,P004,2021-03-20,150283.86,Active
C000191,P006,2022-12-14,138045.53,Active
C000191,P007,2023-05-01,44412.02,Active
C000191,P008,2019-05-04,52113.41,Active
C000192,P001,2023-05-04,2732.16,Active
C000192,P003,2022-08-26,21633.38,Active
C000192,P006,2026-06-13,23742.78,Active
C000193,P001,2026-04-01,90024.18,Active
C000193,P003,2026-05-30,68465.75,Active
C000193,P005,2025-10-03,28069.48,Active
C000193,P006,2026-03-11,16084.08,Active
C000193,P007,2025-10-28,150822.01,Active
C000194,P001,2025-05-18,12316.29,Active
C000194,P003,2021-10-15,6426.29,Active
C000194,P004,2018-05-03,69131.55,Active
C000195,P001,2023-08-25,85146.82,Active
C000195,P003,2023-07-09,162220.59,Active
C000196,P001,2025-10-18,14935.81,Active
C000196,P003,2021-02-08,50522.25,Active
C000197,P001,2023-04-01,76898.72,Active
C000197,P006,2022-11-20,49625.06,Active
C000198,P001,2025-08-03,10298.45,Active
C000198,P002,2024-01-16,16667.75,Active
C000198,P003,2024-12-12,7381.39,Active
C000198,P005,2023-05-14,26209.01,Active
C000199,P001,2026-06-30,7388.03,Active
C000199,P002,2024-12-15,34801.74,Active
C000199,P003,2022-01-12,93938.82,Active
C000199,P006,2023-08-30,64696.7,Active
C000200,P001,2024-12-27,319515.27,Active
C000200,P003,2025-06-15,351672.14,Active
C000201,P001,2017-06-01,4103.07,Active
C000202,P001,2025-10-11,9005.48,Active
C000202,P003,2024-01-11,18155.42,Active
C000202,P006,2026-02-13,16782.51,Active
C000203,P001,2012-10-17,7906.64,Active
C000204,P001,2023-03-06,2682.56,Active
C000204,P006,2025-03-20,33956.37,Active
C000205,P003,2020-03-20,33009.32,Active
C000206,P001,2025-01-03,47602.08,Active
C000206,P003,2023-12-22,39096.3,Active
C000206,P004,2022-03-28,52545.49,Active
C000207,P001,2025-03-24,122251.03,Active
C000207,P003,2025-12-27,246674.26,Active
C000207,P004,2025-10-29,80614.52,Active
C000207,P005,2026-06-13,147168.15,Active
C000207,P006,2026-05-27,139760.29,Active
C000207,P007,2026-03-11,42649.55,Active
C000207,P008,2026-02-18,190242.27,Active
C000208,P001,2026-03-16,6696.31,Active
C000208,P003,2024-04-08,39238.58,Active
C000209,P001,2026-04-25,4770.49,Active
C000210,P001,2025-02-04,91974.29,Active
C000211,P001,2025-06-01,118551.31,Active
C000211,P003,2025-07-08,159149.91,Active
C000212,P001,2026-05-21,31792.59,Active
C000213,P001,2023-08-28,130336.99,Active
C000213,P004,2024-11-28,105959.4,Active
C000214,P001,2025-05-10,44632.66,Active
C000214,P003,2025-06-13,73552.07,Active
C000214,P004,2026-01-01,60010.06,Active
C000214,P006,2025-02-08,36234.49,Active
C000214,P007,2024-05-15,112164.4,Active
C000215,P001,2025-11-02,61800.28,Active
C000215,P002,2019-02-24,19345.08,Active
C000216,P001,2022-12-22,1505.75,Active
C000217,P001,2026-04-27,72758.08,Active
C000217,P004,2026-02-01,383687.57,Active
C000217,P006,2026-05-23,256828.24,Active
C000217,P008,2026-04-30,22365.33,Active
C000218,P001,2023-08-17,27072.55,Active
C000218,P003,2022-08-02,17852.53,Active
C000218,P004,2026-06-29,148657.08,Active
C000218,P006,2026-06-26,47844.04,Active
C000219,P003,2023-01-26,33162.2,Active
C000219,P004,2021-06-02,27942.87,Active
C000219,P006,2026-04-29,7829.58,Active
C000219,P007,2022-07-02,24453.55,Active
C000220,P001,2014-03-19,95556.08,Active
C000220,P004,2022-05-24,50040.56,Active
C000220,P005,2018-05-14,112989.71,Active
C000221,P001,2024-01-27,42329.93,Active
C000221,P003,2024-04-05,108893.33,Active
C000221,P004,2024-11-04,98375.89,Active
C000222,P001,2022-03-22,22561.77,Active
C000222,P003,2026-07-13,13419.51,Active
C000222,P004,2024-11-02,72857.87,Active
C000222,P006,2022-10-21,53573.82,Active
C000223,P001,2015-10-19,126466.85,Active
C000223,P003,2021-05-15,288041.31,Active
C000223,P004,2024-02-02,202716.95,Active
C000223,P005,2025-12-13,208211.3,Active
C000224,P001,2021-10-13,55943.11,Active
C000225,P001,2020-06-20,29057.56,Active
C000226,P001,2022-12-14,142559.33,Active
C000226,P002,2025-03-08,144443.65,Active
C000226,P003,2026-07-15,17981.63,Active
C000226,P006,2023-07-04,38304.33,Active
C000226,P007,2025-08-16,111024.71,Active
C000226,P008,2022-06-24,110675.56,Active
C000227,P001,2026-01-22,11872.45,Active
C000228,P003,2024-12-31,138316.72,Active
C000229,P001,2021-03-30,41561.37,Active
C000230,P001,2025-08-24,11027.49,Active
C000231,P001,2014-11-25,34908.0,Active
C000231,P005,2024-01-11,37789.59,Active
C000232,P001,2018-11-23,22174.4,Active
C000232,P002,2024-03-20,34628.32,Active
C000232,P004,2024-07-27,10194.87,Active
C000233,P001,2025-05-17,2490.48,Active
C000234,P003,2022-03-17,33818.54,Active
C000234,P004,2025-02-28,31500.5,Active
C000235,P001,2025-08-23,51257.77,Active
C000236,P001,2021-12-27,114134.14,Active
C000236,P005,2020-09-28,147898.52,Active
C000236,P007,2016-05-08,133336.77,Active
C000236,P008,2016-04-13,277862.64,Active
C000237,P001,2019-11-08,30366.27,Active
C000237,P004,2025-04-12,58210.92,Active
C000238,P001,2023-08-27,70634.97,Active
C000239,P001,2022-08-21,7128.15,Active
C000239,P003,2026-02-25,14919.5,Active
C000239,P006,2022-01-13,87118.36,Active
C000239,P007,2018-03-15,93997.86,Active
C000239,P008,2018-10-24,22177.6,Active
C000240,P001,2019-02-08,86932.06,Active
C000240,P003,2018-10-23,14374.46,Active
C000240,P007,2018-02-25,37205.21,Active
C000241,P001,2023-03-13,10997.5,Active
C000242,P001,2016-02-20,8356.38,Active
C000243,P001,2018-11-15,54979.52,Active
C000243,P003,2025-04-04,61284.81,Active
C000244,P001,2026-05-24,16527.59,Active
C000244,P003,2026-07-23,35961.02,Active
C000244,P005,2026-06-17,158310.57,Active
C000245,P001,2023-08-15,35440.87,Active
C000245,P002,2025-07-19,23856.17,Active
C000245,P003,2026-04-03,67384.96,Active
C000245,P007,2023-07-16,61035.73,Active
C000246,P001,2025-03-15,20399.53,Active
C000246,P006,2024-03-17,35665.58,Active
C000247,P001,2025-05-08,40377.0,Active
C000247,P003,2023-12-08,9415.36,Active
C000248,P001,2020-08-27,4825.72,Active
C000248,P003,2024-05-05,21856.27,Active
C000249,P001,2021-10-10,34092.55,Active
C000249,P003,2024-11-06,413497.6,Active
C000249,P004,2026-05-02,370563.83,Active
C000249,P007,2019-10-23,343687.37,Active
C000250,P001,2026-07-21,97800.78,Active
C000250,P003,2026-03-20,29368.06,Active
C000250,P006,2026-02-14,40921.89,Active
C000251,P001,2024-08-13,71193.68,Active
C000251,P004,2023-06-21,49543.58,Active
C000252,P001,2023-09-06,31631.73,Active
C000252,P002,2022-04-15,31565.01,Active
C000252,P004,2024-03-22,26461.84,Active
C000252,P007,2022-05-02,21832.28,Active
C000253,P001,2022-11-12,121050.4,Active
C000253,P003,2021-03-30,44257.72,Active
C000253,P006,2020-11-20,53083.03,Active
C000253,P008,2025-12-25,124351.85,Active
