customer_id,product_id,product_name,product_type,category,indicative_rate,minimum_value,priority,already_owned,eligible,annual_income,average_account_balance,monthly_spending,transaction_count,recency_days,digital_usage_score,products_held,engagement_score,average_suitability_score,recommendation_acceptance_rate,recommendation_conversion_rate,debit_ratio,credit_ratio,spending_trend,primary_segment,customer_persona,retention_risk,cross_sell_opportunity,genai_targeting_priority
C000005,P003,Rewards Credit Card,Credit Card,Cards,0.28,30000,2,False,True,194430,1379040,4374.95,57,21.0,0.706,2,0.387,0.5660000000000001,0.4,0.5,0.566,0.434,0.205,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2
C000005,P004,Personal Loan,Loan,Lending,0.115,75000,3,True,False,194430,1379040,4374.95,57,21.0,0.706,2,0.387,0.5660000000000001,0.4,0.5,0.566,0.434,0.205,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2
C000005,P005,Home Loan,Loan,Lending,0.082,500000,4,False,True,194430,1379040,4374.95,57,21.0,0.706,2,0.387,0.5660000000000001,0.4,0.5,0.566,0.434,0.205,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2
C000005,P006,Mutual Fund Plan,Investment,Wealth,0.1,10000,3,False,True,194430,1379040,4374.95,57,21.0,0.706,2,0.387,0.5660000000000001,0.4,0.5,0.566,0.434,0.205,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2
C000005,P007,Term Insurance,Insurance,Protection,0.0,500000,3,False,True,194430,1379040,4374.95,57,21.0,0.706,2,0.387,0.5660000000000001,0.4,0.5,0.566,0.434,0.205,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2
C000005,P008,Premium Banking,Banking,Premium,0.0,1000000,5,False,True,194430,1379040,4374.95,57,21.0,0.706,2,0.387,0.5660000000000001,0.4,0.5,0.566,0.434,0.205,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2
C000006,P003,Rewards Credit Card,Credit Card,Cards,0.28,30000,2,True,False,69776,141956,3378.64,40,16.0,0.699,4,0.537,0.3406,0.2,0.0,0.915,0.085,0.121,Core Active,Core Relationship Customer,Moderate Risk,Low Cross-Sell Opportunity,Priority 3
C000006,P004,Personal Loan,Loan,Lending,0.115,75000,3,True,False,69776,141956,3378.64,40,16.0,0.699,4,0.537,0.3406,0.2,0.0,0.915,0.085,0.121,Core Active,Core Relationship Customer,Moderate Risk,Low Cross-Sell Opportunity,Priority 3
C000006,P005,Home Loan,Loan,Lending,0.082,500000,4,False,True,69776,141956,3378.64,40,16.0,0.699,4,0.537,0.3406,0.2,0.0,0.915,0.085,0.121,Core Active,Core Relationship Customer,Moderate Risk,Low Cross-Sell Opportunity,Priority 3
C000006,P006,Mutual Fund Plan,Investment,Wealth,0.1,10000,3,True,False,69776,141956,3378.64,40,16.0,0.699,4,0.537,0.3406,0.2,0.0,0.915,0.085,0.121,Core Active,Core Relationship Customer,Moderate Risk,Low Cross-Sell Opportunity,Priority 3
C000006,P007,Term Insurance,Insurance,Protection,0.0,500000,3,False,True,69776,141956,3378.64,40,16.0,0.699,4,0.537,0.3406,0.2,0.0,0.915,0.085,0.121,Core Active,Core Relationship Customer,Moderate Risk,Low Cross-Sell Opportunity,Priority 3
C000006,P008,Premium Banking,Banking,Premium,0.0,1000000,5,False,True,69776,141956,3378.64,40,16.0,0.699,4,0.537,0.3406,0.2,0.0,0.915,0.085,0.121,Core Active,Core Relationship Customer,Moderate Risk,Low Cross-Sell Opportunity,Priority 3
C000007,P003,Rewards Credit Card,Credit Card,Cards,0.28,30000,2,True,False,76951,592471,5312.78,19,31.9,0.491,5,0.277,0.179,0.5,1.0,0.841,0.159,-0.077,Core Active,Core Relationship Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 3
C000007,P004,Personal Loan,Loan,Lending,0.115,75000,3,True,False,76951,592471,5312.78,19,31.9,0.491,5,0.277,0.179,0.5,1.0,0.841,0.159,-0.077,Core Active,Core Relationship Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 3
C000007,P005,Home Loan,Loan,Lending,0.082,500000,4,False,True,76951,592471,5312.78,19,31.9,0.491,5,0.277,0.179,0.5,1.0,0.841,0.159,-0.077,Core Active,Core Relationship Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 3
C000007,P006,Mutual Fund Plan,Investment,Wealth,0.1,10000,3,True,False,76951,592471,5312.78,19,31.9,0.491,5,0.277,0.179,0.5,1.0,0.841,0.159,-0.077,Core Active,Core Relationship Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 3
C000007,P007,Term Insurance,Insurance,Protection,0.0,500000,3,False,True,76951,592471,5312.78,19,31.9,0.491,5,0.277,0.179,0.5,1.0,0.841,0.159,-0.077,Core Active,Core Relationship Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 3
C000007,P008,Premium Banking,Banking,Premium,0.0,1000000,5,False,True,76951,592471,5312.78,19,31.9,0.491,5,0.277,0.179,0.5,1.0,0.841,0.159,-0.077,Core Active,Core Relationship Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 3
C000008,P003,Rewards Credit Card,Credit Card,Cards,0.28,30000,2,False,True,46477,111964,1000.0,7,180.0,0.12,2,0.19,0.126,0.3333333333333333,1.0,0.768,0.232,0.017,Dormant / Declining,Dormant Reactivation Target,Critical Risk,Low Cross-Sell Opportunity,Priority 4
C000008,P004,Personal Loan,Loan,Lending,0.115,75000,3,True,False,46477,111964,1000.0,7,180.0,0.12,2,0.19,0.126,0.3333333333333333,1.0,0.768,0.232,0.017,Dormant / Declining,Dormant Reactivation Target,Critical Risk,Low Cross-Sell Opportunity,Priority 4
C000008,P005,Home Loan,Loan,Lending,0.082,500000,4,False,True,46477,111964,1000.0,7,180.0,0.12,2,0.19,0.126,0.3333333333333333,1.0,0.768,0.232,0.017,Dormant / Declining,Dormant Reactivation Target,Critical Risk,Low Cross-Sell Opportunity,Priority 4
C000008,P006,Mutual Fund Plan,Investment,Wealth,0.1,10000,3,False,True,46477,111964,1000.0,7,180.0,0.12,2,0.19,0.126,0.3333333333333333,1.0,0.768,0.232,0.017,Dormant / Declining,Dormant Reactivation Target,Critical Risk,Low Cross-Sell Opportunity,Priority 4
C000008,P007,Term Insurance,Insurance,Protection,0.0,500000,3,False,True,46477,111964,1000.0,7,180.0,0.12,2,0.19,0.126,0.3333333333333333,1.0,0.768,0.232,0.017,Dormant / Declining,Dormant Reactivation Target,Critical Risk,Low Cross-Sell Opportunity,Priority 4
C000008,P008,Premium Banking,Banking,Premium,0.0,1000000,5,False,True,46477,111964,1000.0,7,180.0,0.12,2,0.19,0.126,0.3333333333333333,1.0,0.768,0.232,0.017,Dormant / Declining,Dormant Reactivation Target,Critical Risk,Low Cross-Sell Opportunity,Priority 4
C000009,P003,Rewards Credit Card,Credit Card,Cards,0.28,30000,2,False,True,56869,61634,2813.65,38,8.6,0.213,4,0.506,0.38225,0.0,0.0,0.719,0.281,-0.146,Core Active,Core Relationship Customer,High Risk,Low Cross-Sell Opportunity,Priority 4
C000009,P004,Personal Loan,Loan,Lending,0.115,75000,3,False,True,56869,61634,2813.65,38,8.6,0.213,4,0.506,0.38225,0.0,0.0,0.719,0.281,-0.146,Core Active,Core Relationship Customer,High Risk,Low Cross-Sell Opportunity,Priority 4
C000009,P005,Home Loan,Loan,Lending,0.082,500000,4,True,False,56869,61634,2813.65,38,8.6,0.213,4,0.506,0.38225,0.0,0.0,0.719,0.281,-0.146,Core Active,Core Relationship Customer,High Risk,Low Cross-Sell Opportunity,Priority 4
C000009,P006,Mutual Fund Plan,Investment,Wealth,0.1,10000,3,True,False,56869,61634,2813.65,38,8.6,0.213,4,0.506,0.38225,0.0,0.0,0.719,0.281,-0.146,Core Active,Core Relationship Customer,High Risk,Low Cross-Sell Opportunity,Priority 4
C000009,P007,Term Insurance,Insurance,Protection,0.0,500000,3,False,True,56869,61634,2813.65,38,8.6,0.213,4,0.506,0.38225,0.0,0.0,0.719,0.281,-0.146,Core Active,Core Relationship Customer,High Risk,Low Cross-Sell Opportunity,Priority 4
C000009,P008,Premium Banking,Banking,Premium,0.0,1000000,5,False,True,56869,61634,2813.65,38,8.6,0.213,4,0.506,0.38225,0.0,0.0,0.719,0.281,-0.146,Core Active,Core Relationship Customer,High Risk,Low Cross-Sell Opportunity,Priority 4
C000010,P003,Rewards Credit Card,Credit Card,Cards,0.28,30000,2,False,True,46470,48989,1458.12,16,14.9,0.284,3,0.293,0.2362,0.0,0.0,0.607,0.393,-0.265,Core Active,Core Relationship Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 4
C000010,P004,Personal Loan,Loan,Lending,0.115,75000,3,True,False,46470,48989,1458.12,16,14.9,0.284,3,0.293,0.2362,0.0,0.0,0.607,0.393,-0.265,Core Active,Core Relationship Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 4
C000010,P005,Home Loan,Loan,Lending,0.082,500000,4,True,False,46470,48989,1458.12,16,14.9,0.284,3,0.293,0.2362,0.0,0.0,0.607,0.393,-0.265,Core Active,Core Relationship Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 4
C000010,P006,Mutual Fund Plan,Investment,Wealth,0.1,10000,3,False,True,46470,48989,1458.12,16,14.9,0.284,3,0.293,0.2362,0.0,0.0,0.607,0.393,-0.265,Core Active,Core Relationship Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 4
C000010,P007,Term Insurance,Insurance,Protection,0.0,500000,3,False,True,46470,48989,1458.12,16,14.9,0.284,3,0.293,0.2362,0.0,0.0,0.607,0.393,-0.265,Core Active,Core Relationship Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 4
C000010,P008,Premium Banking,Banking,Premium,0.0,1000000,5,False,True,46470,48989,1458.12,16,14.9,0.284,3,0.293,0.2362,0.0,0.0,0.607,0.393,-0.265,Core Active,Core Relationship Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 4
C000011,P003,Rewards Credit Card,Credit Card,Cards,0.28,30000,2,False,True,33360,328453,1000.0,29,8.3,0.802,1,0.596,0.395,0.5,0.0,0.792,0.208,-0.189,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3
C000011,P004,Personal Loan,Loan,Lending,0.115,75000,3,False,True,33360,328453,1000.0,29,8.3,0.802,1,0.596,0.395,0.5,0.0,0.792,0.208,-0.189,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3
C000011,P005,Home Loan,Loan,Lending,0.082,500000,4,False,True,33360,328453,1000.0,29,8.3,0.802,1,0.596,0.395,0.5,0.0,0.792,0.208,-0.189,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3
C000011,P006,Mutual Fund Plan,Investment,Wealth,0.1,10000,3,False,True,33360,328453,1000.0,29,8.3,0.802,1,0.596,0.395,0.5,0.0,0.792,0.208,-0.189,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3
C000011,P007,Term Insurance,Insurance,Protection,0.0,500000,3,False,True,33360,328453,1000.0,29,8.3,0.802,1,0.596,0.395,0.5,0.0,0.792,0.208,-0.189,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3
C000011,P008,Premium Banking,Banking,Premium,0.0,1000000,5,False,True,33360,328453,1000.0,29,8.3,0.802,1,0.596,0.395,0.5,0.0,0.792,0.208,-0.189,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3
C000012,P003,Rewards Credit Card,Credit Card,Cards,0.28,30000,2,True,False,255850,432737,14227.09,50,6.3,0.569,5,0.712,0.4352,0.2,1.0,0.759,0.241,-0.049,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2
C000012,P004,Personal Loan,Loan,Lending,0.115,75000,3,False,True,255850,432737,14227.09,50,6.3,0.569,5,0.712,0.4352,0.2,1.0,0.759,0.241,-0.049,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2
C000012,P005,Home Loan,Loan,Lending,0.082,500000,4,False,True,255850,432737,14227.09,50,6.3,0.569,5,0.712,0.4352,0.2,1.0,0.759,0.241,-0.049,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2
C000012,P006,Mutual Fund Plan,Investment,Wealth,0.1,10000,3,True,False,255850,432737,14227.09,50,6.3,0.569,5,0.712,0.4352,0.2,1.0,0.759,0.241,-0.049,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2
C000012,P007,Term Insurance,Insurance,Protection,0.0,500000,3,False,True,255850,432737,14227.09,50,6.3,0.569,5,0.712,0.4352,0.2,1.0,0.759,0.241,-0.049,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2
C000012,P008,Premium Banking,Banking,Premium,0.0,1000000,5,True,False,255850,432737,14227.09,50,6.3,0.569,5,0.712,0.4352,0.2,1.0,0.759,0.241,-0.049,Premium High-Value,Premium Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2
C000013,P003,Rewards Credit Card,Credit Card,Cards,0.28,30000,2,False,True,95948,499625,2401.29,43,6.4,0.776,3,0.657,0.51,0.5,1.0,0.751,0.249,0.065,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2
C000013,P004,Personal Loan,Loan,Lending,0.115,75000,3,True,False,95948,499625,2401.29,43,6.4,0.776,3,0.657,0.51,0.5,1.0,0.751,0.249,0.065,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2
C000013,P005,Home Loan,Loan,Lending,0.082,500000,4,False,True,95948,499625,2401.29,43,6.4,0.776,3,0.657,0.51,0.5,1.0,0.751,0.249,0.065,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2
C000013,P006,Mutual Fund Plan,Investment,Wealth,0.1,10000,3,True,False,95948,499625,2401.29,43,6.4,0.776,3,0.657,0.51,0.5,1.0,0.751,0.249,0.065,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2
C000013,P007,Term Insurance,Insurance,Protection,0.0,500000,3,False,True,95948,499625,2401.29,43,6.4,0.776,3,0.657,0.51,0.5,1.0,0.751,0.249,0.065,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2
C000013,P008,Premium Banking,Banking,Premium,0.0,1000000,5,False,True,95948,499625,2401.29,43,6.4,0.776,3,0.657,0.51,0.5,1.0,0.751,0.249,0.065,Premium High-Value,Premium Digital Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 2
C000014,P003,Rewards Credit Card,Credit Card,Cards,0.28,30000,2,True,False,132824,453514,5065.06,61,20.2,0.879,6,0.753,0.60025,0.75,0.3333333333333333,0.717,0.283,-0.029,Premium High-Value,Premium Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2
C000014,P004,Personal Loan,Loan,Lending,0.115,75000,3,False,True,132824,453514,5065.06,61,20.2,0.879,6,0.753,0.60025,0.75,0.3333333333333333,0.717,0.283,-0.029,Premium High-Value,Premium Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2
C000014,P005,Home Loan,Loan,Lending,0.082,500000,4,False,True,132824,453514,5065.06,61,20.2,0.879,6,0.753,0.60025,0.75,0.3333333333333333,0.717,0.283,-0.029,Premium High-Value,Premium Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2
C000014,P006,Mutual Fund Plan,Investment,Wealth,0.1,10000,3,True,False,132824,453514,5065.06,61,20.2,0.879,6,0.753,0.60025,0.75,0.3333333333333333,0.717,0.283,-0.029,Premium High-Value,Premium Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2
C000014,P007,Term Insurance,Insurance,Protection,0.0,500000,3,True,False,132824,453514,5065.06,61,20.2,0.879,6,0.753,0.60025,0.75,0.3333333333333333,0.717,0.283,-0.029,Premium High-Value,Premium Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2
C000014,P008,Premium Banking,Banking,Premium,0.0,1000000,5,True,False,132824,453514,5065.06,61,20.2,0.879,6,0.753,0.60025,0.75,0.3333333333333333,0.717,0.283,-0.029,Premium High-Value,Premium Digital Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 2
C000015,P003,Rewards Credit Card,Credit Card,Cards,0.28,30000,2,False,True,45253,150135,1462.64,30,12.8,0.876,1,0.622,0.5854999999999999,0.0,0.0,0.651,0.349,-0.048,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3
C000015,P004,Personal Loan,Loan,Lending,0.115,75000,3,False,True,45253,150135,1462.64,30,12.8,0.876,1,0.622,0.5854999999999999,0.0,0.0,0.651,0.349,-0.048,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3
C000015,P005,Home Loan,Loan,Lending,0.082,500000,4,False,True,45253,150135,1462.64,30,12.8,0.876,1,0.622,0.5854999999999999,0.0,0.0,0.651,0.349,-0.048,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3
C000015,P006,Mutual Fund Plan,Investment,Wealth,0.1,10000,3,False,True,45253,150135,1462.64,30,12.8,0.876,1,0.622,0.5854999999999999,0.0,0.0,0.651,0.349,-0.048,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3
C000015,P007,Term Insurance,Insurance,Protection,0.0,500000,3,False,True,45253,150135,1462.64,30,12.8,0.876,1,0.622,0.5854999999999999,0.0,0.0,0.651,0.349,-0.048,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3
C000015,P008,Premium Banking,Banking,Premium,0.0,1000000,5,False,True,45253,150135,1462.64,30,12.8,0.876,1,0.622,0.5854999999999999,0.0,0.0,0.651,0.349,-0.048,Core Active,Core Digital Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3
C000016,P003,Rewards Credit Card,Credit Card,Cards,0.28,30000,2,True,False,66693,167247,1916.31,41,3.8,0.608,2,0.521,0.4703333333333333,1.0,0.3333333333333333,0.815,0.185,0.114,Core Active,Core Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 3
C000016,P004,Personal Loan,Loan,Lending,0.115,75000,3,False,True,66693,167247,1916.31,41,3.8,0.608,2,0.521,0.4703333333333333,1.0,0.3333333333333333,0.815,0.185,0.114,Core Active,Core Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 3
C000016,P005,Home Loan,Loan,Lending,0.082,500000,4,False,True,66693,167247,1916.31,41,3.8,0.608,2,0.521,0.4703333333333333,1.0,0.3333333333333333,0.815,0.185,0.114,Core Active,Core Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 3
C000016,P006,Mutual Fund Plan,Investment,Wealth,0.1,10000,3,False,True,66693,167247,1916.31,41,3.8,0.608,2,0.521,0.4703333333333333,1.0,0.3333333333333333,0.815,0.185,0.114,Core Active,Core Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 3
C000016,P007,Term Insurance,Insurance,Protection,0.0,500000,3,False,True,66693,167247,1916.31,41,3.8,0.608,2,0.521,0.4703333333333333,1.0,0.3333333333333333,0.815,0.185,0.114,Core Active,Core Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 3
C000016,P008,Premium Banking,Banking,Premium,0.0,1000000,5,False,True,66693,167247,1916.31,41,3.8,0.608,2,0.521,0.4703333333333333,1.0,0.3333333333333333,0.815,0.185,0.114,Core Active,Core Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 3
C000017,P003,Rewards Credit Card,Credit Card,Cards,0.28,30000,2,False,True,57612,213731,1307.3,8,171.3,0.011,1,0.241,0.2254999999999999,0.5,0.0,0.531,0.469,-0.374,Dormant / Declining,Dormant Reactivation Target,Critical Risk,Low Cross-Sell Opportunity,Priority 4
C000017,P004,Personal Loan,Loan,Lending,0.115,75000,3,False,True,57612,213731,1307.3,8,171.3,0.011,1,0.241,0.2254999999999999,0.5,0.0,0.531,0.469,-0.374,Dormant / Declining,Dormant Reactivation Target,Critical Risk,Low Cross-Sell Opportunity,Priority 4
C000017,P005,Home Loan,Loan,Lending,0.082,500000,4,False,True,57612,213731,1307.3,8,171.3,0.011,1,0.241,0.2254999999999999,0.5,0.0,0.531,0.469,-0.374,Dormant / Declining,Dormant Reactivation Target,Critical Risk,Low Cross-Sell Opportunity,Priority 4
