customer_id,product_id,product_name,product_type,category,already_owned,eligible,primary_segment,customer_persona,retention_risk,cross_sell_opportunity,genai_targeting_priority,product_fit_score,income_score,balance_score,spending_score,transaction_score,digital_score,segment_fit_score,historical_response_score,cross_sell_score,recommendation_score,recommendation_confidence,product_rank
C000016,P007,Term Insurance,Insurance,Protection,False,1,Core Active,Core Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 3,0.27343853855507433,0.09409655831739962,0.05492590886211954,0.04281434299881226,0.5131578947368421,0.608,0.7,0.6666666666666666,0.65,0.44911929717944155,Low,1
C000016,P008,Premium Banking,Banking,Premium,False,1,Core Active,Core Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 3,0.21726172333705687,0.09409655831739962,0.05492590886211954,0.04281434299881226,0.5131578947368421,0.608,0.7,0.6666666666666666,0.65,0.4350750933749371,Low,2
C000016,P006,Mutual Fund Plan,Investment,Wealth,False,1,Core Active,Core Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 3,0.190884711842804,0.09409655831739962,0.05492590886211954,0.04281434299881226,0.5131578947368421,0.608,0.7,0.6666666666666666,0.65,0.4284808405013739,Low,3
C000016,P004,Personal Loan,Loan,Lending,False,1,Core Active,Core Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 3,0.1597312668889101,0.09409655831739962,0.05492590886211954,0.04281434299881226,0.5131578947368421,0.608,0.7,0.6666666666666666,0.65,0.42069247926290043,Low,4
C000016,P005,Home Loan,Loan,Lending,False,1,Core Active,Core Relationship Customer,Low Risk,Moderate Cross-Sell Opportunity,Priority 3,0.11707775736053255,0.09409655831739962,0.05492590886211954,0.04281434299881226,0.5131578947368421,0.608,0.7,0.6666666666666666,0.65,0.4100291018808061,Low,5
C000017,P007,Term Insurance,Insurance,Protection,False,1,Dormant / Declining,Dormant Reactivation Target,Critical Risk,Low Cross-Sell Opportunity,Priority 4,0.30779159880658946,0.06998087954110899,0.07116263164568148,0.01435851142466524,0.07894736842105263,0.011,0.25,0.25,0.3,0.18138618087302705,Low,1
C000017,P006,Mutual Fund Plan,Investment,Wealth,False,1,Dormant / Declining,Dormant Reactivation Target,Critical Risk,Low Cross-Sell Opportunity,Priority 4,0.16710499470680681,0.06998087954110899,0.07116263164568148,0.01435851142466524,0.07894736842105263,0.011,0.25,0.25,0.3,0.14621452984808136,Low,2
C000017,P005,Home Loan,Loan,Lending,False,1,Dormant / Declining,Dormant Reactivation Target,Critical Risk,Low Cross-Sell Opportunity,Priority 4,0.1534485473866299,0.06998087954110899,0.07116263164568148,0.01435851142466524,0.07894736842105263,0.011,0.25,0.25,0.3,0.14280041801803717,Low,3
C000017,P004,Personal Loan,Loan,Lending,False,1,Dormant / Declining,Dormant Reactivation Target,Critical Risk,Low Cross-Sell Opportunity,Priority 4,0.14860569664729403,0.06998087954110899,0.07116263164568148,0.01435851142466524,0.07894736842105263,0.011,0.25,0.25,0.3,0.1415897053332032,Low,4
C000017,P008,Premium Banking,Banking,Premium,False,1,Dormant / Declining,Dormant Reactivation Target,Critical Risk,Low Cross-Sell Opportunity,Priority 4,0.1348963740171516,0.06998087954110899,0.07116263164568148,0.01435851142466524,0.07894736842105263,0.011,0.25,0.25,0.3,0.1381623746756676,Low,5
C000017,P003,Rewards Credit Card,Credit Card,Cards,False,1,Dormant / Declining,Dormant Reactivation Target,Critical Risk,Low Cross-Sell Opportunity,Priority 4,0.058569475163349136,0.06998087954110899,0.07116263164568148,0.01435851142466524,0.07894736842105263,0.011,0.25,0.25,0.3,0.11908064996221697,Low,6
C000018,P007,Term Insurance,Insurance,Protection,False,1,Premium High-Value,Premium Relationship Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,0.5474887671401955,0.25185893350329297,0.2654681820102952,0.2770688077809769,0.47368421052631576,0.229,1.0,0.1,0.65,0.5036966100646548,Low,1
C000018,P006,Mutual Fund Plan,Investment,Wealth,False,1,Premium High-Value,Premium Relationship Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,0.42587134380950975,0.25185893350329297,0.2654681820102952,0.2770688077809769,0.47368421052631576,0.229,1.0,0.1,0.65,0.4732922542319834,Low,2
C000018,P004,Personal Loan,Loan,Lending,False,1,Premium High-Value,Premium Relationship Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,0.41880437308295626,0.25185893350329297,0.2654681820102952,0.2770688077809769,0.47368421052631576,0.229,1.0,0.1,0.65,0.47152551155034506,Low,3
C000018,P008,Premium Banking,Banking,Premium,False,1,Premium High-Value,Premium Relationship Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,0.41289605645318794,0.25185893350329297,0.2654681820102952,0.2770688077809769,0.47368421052631576,0.229,1.0,0.1,0.65,0.47004843239290295,Low,4
C000018,P005,Home Loan,Loan,Lending,False,1,Premium High-Value,Premium Relationship Customer,High Risk,Moderate Cross-Sell Opportunity,Priority 3,0.3961422452289358,0.25185893350329297,0.2654681820102952,0.2770688077809769,0.47368421052631576,0.229,1.0,0.1,0.65,0.4658599795868399,Low,5
C000019,P003,Rewards Credit Card,Credit Card,Cards,False,1,At Risk,At-Risk Declining Customer,Critical Risk,Moderate Cross-Sell Opportunity,Priority 3,0.2794115824787961,0.1783965370724453,0.09692573211782626,0.07678789866713018,0.2236842105263158,0.584,0.45,0.0,0.65,0.29748483461313546,Low,1
C000019,P008,Premium Banking,Banking,Premium,False,1,At Risk,At-Risk Declining Customer,Critical Risk,Moderate Cross-Sell Opportunity,Priority 3,0.2572250033710231,0.1783965370724453,0.09692573211782626,0.07678789866713018,0.2236842105263158,0.584,0.45,0.0,0.65,0.29193818983619224,Low,2
C000019,P007,Term Insurance,Insurance,Protection,False,1,At Risk,At-Risk Declining Customer,Critical Risk,Moderate Cross-Sell Opportunity,Priority 3,0.24160904837845318,0.1783965370724453,0.09692573211782626,0.07678789866713018,0.2236842105263158,0.584,0.45,0.0,0.65,0.28803420108804967,Low,3
C000019,P006,Mutual Fund Plan,Investment,Wealth,False,1,At Risk,At-Risk Declining Customer,Critical Risk,Moderate Cross-Sell Opportunity,Priority 3,0.24066868153194268,0.1783965370724453,0.09692573211782626,0.07678789866713018,0.2236842105263158,0.584,0.45,0.0,0.65,0.28779910937642206,Low,4
C000019,P004,Personal Loan,Loan,Lending,False,1,At Risk,At-Risk Declining Customer,Critical Risk,Moderate Cross-Sell Opportunity,Priority 3,0.16608327726085534,0.1783965370724453,0.09692573211782626,0.07678789866713018,0.2236842105263158,0.584,0.45,0.0,0.65,0.26915275830865026,Low,5
C000019,P005,Home Loan,Loan,Lending,False,1,At Risk,At-Risk Declining Customer,Critical Risk,Moderate Cross-Sell Opportunity,Priority 3,0.15949475301280694,0.1783965370724453,0.09692573211782626,0.07678789866713018,0.2236842105263158,0.584,0.45,0.0,0.65,0.2675056272466382,Low,6
C000020,P008,Premium Banking,Banking,Premium,False,1,Core Active,Core Digital Customer,Moderate Risk,Low Cross-Sell Opportunity,Priority 2,0.307449841417579,0.07981463777352879,0.09605109237404262,0.05644301404452119,0.5131578947368421,0.771,0.7,0.7,0.3,0.4568990721196268,Low,1
C000020,P006,Mutual Fund Plan,Investment,Wealth,False,1,Core Active,Core Digital Customer,Moderate Risk,Low Cross-Sell Opportunity,Priority 2,0.2895894965899927,0.07981463777352879,0.09605109237404262,0.05644301404452119,0.5131578947368421,0.771,0.7,0.7,0.3,0.45243398591273026,Low,2
C000020,P004,Personal Loan,Loan,Lending,False,1,Core Active,Core Digital Customer,Moderate Risk,Low Cross-Sell Opportunity,Priority 2,0.2143412024616791,0.07981463777352879,0.09605109237404262,0.05644301404452119,0.5131578947368421,0.771,0.7,0.7,0.3,0.4336219123806519,Low,3
C000021,P007,Term Insurance,Insurance,Protection,False,1,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,0.343096484756616,0.08495060548119822,0.1214254252603922,0.09434098030365472,0.5789473684210527,0.408,0.7,0.25,0.65,0.3929063475485516,Low,1
C000021,P006,Mutual Fund Plan,Investment,Wealth,False,1,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,0.3156245406989517,0.08495060548119822,0.1214254252603922,0.09434098030365472,0.5789473684210527,0.408,0.7,0.25,0.65,0.3860383615341355,Low,2
C000021,P004,Personal Loan,Loan,Lending,False,1,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,0.31025321690249774,0.08495060548119822,0.1214254252603922,0.09434098030365472,0.5789473684210527,0.408,0.7,0.25,0.65,0.38469553058502204,Low,3
C000021,P008,Premium Banking,Banking,Premium,False,1,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,0.2920590234575724,0.08495060548119822,0.1214254252603922,0.09434098030365472,0.5789473684210527,0.408,0.7,0.25,0.65,0.3801469822237906,Low,4
C000021,P005,Home Loan,Loan,Lending,False,1,Core Active,Core Relationship Customer,Moderate Risk,Moderate Cross-Sell Opportunity,Priority 3,0.26538572609314576,0.08495060548119822,0.1214254252603922,0.09434098030365472,0.5789473684210527,0.408,0.7,0.25,0.65,0.373478657882684,Low,5
C000022,P007,Term Insurance,Insurance,Protection,False,1,At Risk,At-Risk Engagement Customer,Critical Risk,Low Cross-Sell Opportunity,Priority 4,0.25003774657798544,0.02399352028893138,0.011667917732168125,0.0,0.14473684210526316,0.467,0.45,0.0,0.3,0.23821866701807212,Low,1
